feature,value
"close__fft_coefficient__attr_""imag""__coeff_57",20.335763795164297
"close__fft_coefficient__attr_""imag""__coeff_58",21.971389084360702
"close__fft_coefficient__attr_""imag""__coeff_59",8.672308539907181
"close__fft_coefficient__attr_""imag""__coeff_60",1.6112921556568836
"close__fft_coefficient__attr_""imag""__coeff_61",13.830004551399437
"close__fft_coefficient__attr_""imag""__coeff_62",-2.088457816155983
"close__fft_coefficient__attr_""imag""__coeff_63",15.731604796546877
"close__fft_coefficient__attr_""imag""__coeff_64",9.530689707277912
"close__fft_coefficient__attr_""imag""__coeff_65",10.390760901980443
"close__fft_coefficient__attr_""imag""__coeff_66",14.592367252168785
"close__fft_coefficient__attr_""imag""__coeff_67",9.493908805439762
"close__fft_coefficient__attr_""imag""__coeff_68",4.492033468454012
"close__fft_coefficient__attr_""imag""__coeff_69",0.3640045834297707
"close__fft_coefficient__attr_""imag""__coeff_70",-6.126630271447461
"close__fft_coefficient__attr_""imag""__coeff_71",0.9005890563564263
"close__fft_coefficient__attr_""imag""__coeff_72",1.7322484219498913
"close__fft_coefficient__attr_""imag""__coeff_73",15.822159425944239
"close__fft_coefficient__attr_""imag""__coeff_74",19.445810465830647
"close__fft_coefficient__attr_""imag""__coeff_75",19.134852261634222
"close__fft_coefficient__attr_""imag""__coeff_76",13.205559231924322
"close__fft_coefficient__attr_""imag""__coeff_77",6.282394388779609
"close__fft_coefficient__attr_""imag""__coeff_78",-0.39587262152836455
"close__fft_coefficient__attr_""imag""__coeff_79",-14.307946264706256
"close__fft_coefficient__attr_""imag""__coeff_80",-8.940647676399262
"close__fft_coefficient__attr_""imag""__coeff_81",-1.870577827844758
"close__fft_coefficient__attr_""imag""__coeff_82",7.731317617749921
"close__fft_coefficient__attr_""imag""__coeff_83",1.6515517586277202
"close__fft_coefficient__attr_""imag""__coeff_84",-1.1183518378752222
"close__fft_coefficient__attr_""imag""__coeff_85",-7.129913894147713
"close__fft_coefficient__attr_""imag""__coeff_86",-3.613818254694374
"close__fft_coefficient__attr_""imag""__coeff_87",-11.273399981839708
"close__fft_coefficient__attr_""imag""__coeff_88",0.0
"close__fft_coefficient__attr_""imag""__coeff_89",0.0
"close__fft_coefficient__attr_""imag""__coeff_90",0.0
"close__fft_coefficient__attr_""imag""__coeff_91",0.0
"close__fft_coefficient__attr_""imag""__coeff_92",0.0
"close__fft_coefficient__attr_""imag""__coeff_93",0.0
"close__fft_coefficient__attr_""imag""__coeff_94",0.0
"close__fft_coefficient__attr_""imag""__coeff_95",0.0
"close__fft_coefficient__attr_""imag""__coeff_96",0.0
"close__fft_coefficient__attr_""imag""__coeff_97",0.0
"close__fft_coefficient__attr_""imag""__coeff_98",0.0
"close__fft_coefficient__attr_""imag""__coeff_99",0.0
"close__fft_coefficient__attr_""abs""__coeff_0",9978.2
"close__fft_coefficient__attr_""abs""__coeff_1",369.1249475015911
"close__fft_coefficient__attr_""abs""__coeff_2",350.7336029824564
"close__fft_coefficient__attr_""abs""__coeff_3",412.49947684050227
"close__fft_coefficient__attr_""abs""__coeff_4",380.7105567709937
"close__fft_coefficient__attr_""abs""__coeff_5",239.16299148358632
"close__fft_coefficient__attr_""abs""__coeff_6",188.6130765504665
"close__fft_coefficient__attr_""abs""__coeff_7",215.2926771543601
"close__fft_coefficient__attr_""abs""__coeff_8",177.1926835530966
"close__fft_coefficient__attr_""abs""__coeff_9",93.73742839496373
"close__fft_coefficient__attr_""abs""__coeff_10",72.4958309087594
"close__fft_coefficient__attr_""abs""__coeff_11",58.263494582205034
"close__fft_coefficient__attr_""abs""__coeff_12",151.81384010432706
"close__fft_coefficient__attr_""abs""__coeff_13",93.78211678949498
"close__fft_coefficient__attr_""abs""__coeff_14",64.52026710961374
"close__fft_coefficient__attr_""abs""__coeff_15",38.596194175153435
"close__fft_coefficient__attr_""abs""__coeff_16",54.30551553754298
"close__fft_coefficient__attr_""abs""__coeff_17",21.549614355366696
"close__fft_coefficient__attr_""abs""__coeff_18",56.748843414822545
"close__fft_coefficient__attr_""abs""__coeff_19",25.453200447699253
"close__fft_coefficient__attr_""abs""__coeff_20",30.158545851399186
"close__fft_coefficient__attr_""abs""__coeff_21",32.0161101595637
"close__fft_coefficient__attr_""abs""__coeff_22",54.217851983592624
"close__fft_coefficient__attr_""abs""__coeff_23",28.048022052533266
"close__fft_coefficient__attr_""abs""__coeff_24",29.210433462424515
"close__fft_coefficient__attr_""abs""__coeff_25",55.6522514230577
"close__fft_coefficient__attr_""abs""__coeff_26",63.104886850694214
"close__fft_coefficient__attr_""abs""__coeff_27",24.76411417672005
"close__fft_coefficient__attr_""abs""__coeff_28",21.205400307340298
"close__fft_coefficient__attr_""abs""__coeff_29",30.244886499818612
"close__fft_coefficient__attr_""abs""__coeff_30",33.94050250081281
"close__fft_coefficient__attr_""abs""__coeff_31",23.8077622819233
"close__fft_coefficient__attr_""abs""__coeff_32",19.311286237212922
"close__fft_coefficient__attr_""abs""__coeff_33",33.41606626101265
"close__fft_coefficient__attr_""abs""__coeff_34",47.90913457114983
"close__fft_coefficient__attr_""abs""__coeff_35",19.24296047474599
"close__fft_coefficient__attr_""abs""__coeff_36",6.517290464397825
"close__fft_coefficient__attr_""abs""__coeff_37",19.60393675885546
"close__fft_coefficient__attr_""abs""__coeff_38",40.60473619339382
"close__fft_coefficient__attr_""abs""__coeff_39",25.637816361550566
"close__fft_coefficient__attr_""abs""__coeff_40",35.049741210079524
"close__fft_coefficient__attr_""abs""__coeff_41",35.21391832026013
"close__fft_coefficient__attr_""abs""__coeff_42",33.084888370906775
"close__fft_coefficient__attr_""abs""__coeff_43",17.414273859986274
"close__fft_coefficient__attr_""abs""__coeff_44",34.72758363400498
"close__fft_coefficient__attr_""abs""__coeff_45",10.345118547807287
"close__fft_coefficient__attr_""abs""__coeff_46",32.98732199384414
"close__fft_coefficient__attr_""abs""__coeff_47",22.00060819677894
"close__fft_coefficient__attr_""abs""__coeff_48",21.737660003234843
"close__fft_coefficient__attr_""abs""__coeff_49",7.926063987872033
"close__fft_coefficient__attr_""abs""__coeff_50",18.02033305306115
"close__fft_coefficient__attr_""abs""__coeff_51",24.334701726680407
"close__fft_coefficient__attr_""abs""__coeff_52",23.955684025986763
"close__fft_coefficient__attr_""abs""__coeff_53",8.301417464884892
"close__fft_coefficient__attr_""abs""__coeff_54",9.58366675961458
"close__fft_coefficient__attr_""abs""__coeff_55",28.962094997145204
"close__fft_coefficient__attr_""abs""__coeff_56",46.15599764522558
"close__fft_coefficient__attr_""abs""__coeff_57",25.160842257732448
"close__fft_coefficient__attr_""abs""__coeff_58",28.070978499668882
"close__fft_coefficient__attr_""abs""__coeff_59",11.042995935050923
"close__fft_coefficient__attr_""abs""__coeff_60",20.04904775152565
"close__fft_coefficient__attr_""abs""__coeff_61",27.789523751194384
"close__fft_coefficient__attr_""abs""__coeff_62",5.950688459432718
"close__fft_coefficient__attr_""abs""__coeff_63",15.801285779064862
"close__fft_coefficient__attr_""abs""__coeff_64",9.57527092006407
"close__fft_coefficient__attr_""abs""__coeff_65",25.88769093940583
"close__fft_coefficient__attr_""abs""__coeff_66",18.59809229997406
"close__fft_coefficient__attr_""abs""__coeff_67",13.414436863918727
"close__fft_coefficient__attr_""abs""__coeff_68",22.775145302331733
"close__fft_coefficient__attr_""abs""__coeff_69",22.530986871072685
"close__fft_coefficient__attr_""abs""__coeff_70",15.535249343585475
"close__fft_coefficient__attr_""abs""__coeff_71",0.9758273538846085
"close__fft_coefficient__attr_""abs""__coeff_72",11.11659644843207
"close__fft_coefficient__attr_""abs""__coeff_73",28.296832148003084
"close__fft_coefficient__attr_""abs""__coeff_74",30.288647628200774
"close__fft_coefficient__attr_""abs""__coeff_75",28.791978191877053
"close__fft_coefficient__attr_""abs""__coeff_76",24.844621821134183
"close__fft_coefficient__attr_""abs""__coeff_77",23.553794617090656
"close__fft_coefficient__attr_""abs""__coeff_78",25.93606564025932
"close__fft_coefficient__attr_""abs""__coeff_79",26.744286045284205
"close__fft_coefficient__attr_""abs""__coeff_80",18.737918182738717
"close__fft_coefficient__attr_""abs""__coeff_81",7.737025957499432
"close__fft_coefficient__attr_""abs""__coeff_82",21.627550003605517
"close__fft_coefficient__attr_""abs""__coeff_83",15.087428107846494
"close__fft_coefficient__attr_""abs""__coeff_84",15.07397304136139
"close__fft_coefficient__attr_""abs""__coeff_85",18.062280690993116
"close__fft_coefficient__attr_""abs""__coeff_86",7.698899582792769
"close__fft_coefficient__attr_""abs""__coeff_87",20.36485628704947
"close__fft_coefficient__attr_""abs""__coeff_88",0.0
"close__fft_coefficient__attr_""abs""__coeff_89",0.0
"close__fft_coefficient__attr_""abs""__coeff_90",0.0
"close__fft_coefficient__attr_""abs""__coeff_91",0.0
"close__fft_coefficient__attr_""abs""__coeff_92",0.0
"close__fft_coefficient__attr_""abs""__coeff_93",0.0
"close__fft_coefficient__attr_""abs""__coeff_94",0.0
"close__fft_coefficient__attr_""abs""__coeff_95",0.0
"close__fft_coefficient__attr_""abs""__coeff_96",0.0
"close__fft_coefficient__attr_""abs""__coeff_97",0.0
"close__fft_coefficient__attr_""abs""__coeff_98",0.0
"close__fft_coefficient__attr_""abs""__coeff_99",0.0
"close__fft_coefficient__attr_""angle""__coeff_0",0.0
"close__fft_coefficient__attr_""angle""__coeff_1",-46.3874891699264
"close__fft_coefficient__attr_""angle""__coeff_2",54.788737816660316
"close__fft_coefficient__attr_""angle""__coeff_3",111.11008876700384
"close__fft_coefficient__attr_""angle""__coeff_4",110.40496533536704
"close__fft_coefficient__attr_""angle""__coeff_5",113.71897896104052
"close__fft_coefficient__attr_""angle""__coeff_6",130.68051366610717
"close__fft_coefficient__attr_""angle""__coeff_7",99.95352955362083
"close__fft_coefficient__attr_""angle""__coeff_8",60.90943516344141
"close__fft_coefficient__attr_""angle""__coeff_9",49.458949542429345
"close__fft_coefficient__attr_""angle""__coeff_10",142.55966989087767
"close__fft_coefficient__attr_""angle""__coeff_11",179.2917874916543
"close__fft_coefficient__attr_""angle""__coeff_12",142.0958776960074
"close__fft_coefficient__attr_""angle""__coeff_13",126.25758475592055
"close__fft_coefficient__attr_""angle""__coeff_14",104.09101549762951
"close__fft_coefficient__attr_""angle""__coeff_15",78.5828989006572
"close__fft_coefficient__attr_""angle""__coeff_16",101.46289082921224
"close__fft_coefficient__attr_""angle""__coeff_17",-78.54509091897786
"close__fft_coefficient__attr_""angle""__coeff_18",-22.798401363845027
"close__fft_coefficient__attr_""angle""__coeff_19",15.643777777798329
"close__fft_coefficient__attr_""angle""__coeff_20",40.71351661033788
"close__fft_coefficient__attr_""angle""__coeff_21",142.11127618874892
"close__fft_coefficient__attr_""angle""__coeff_22",106.863245510664
"close__fft_coefficient__attr_""angle""__coeff_23",119.38402764380412
"close__fft_coefficient__attr_""angle""__coeff_24",80.70847585664956
"close__fft_coefficient__attr_""angle""__coeff_25",109.8645139615366
"close__fft_coefficient__attr_""angle""__coeff_26",85.29246137583183
"close__fft_coefficient__attr_""angle""__coeff_27",82.18977116419573
"close__fft_coefficient__attr_""angle""__coeff_28",101.74827104035462
"close__fft_coefficient__attr_""angle""__coeff_29",-171.05338151663582
"close__fft_coefficient__attr_""angle""__coeff_30",-147.33937594849303
"close__fft_coefficient__attr_""angle""__coeff_31",-146.40577074245607
"close__fft_coefficient__attr_""angle""__coeff_32",149.8522908230844
"close__fft_coefficient__attr_""angle""__coeff_33",109.59913356927362
"close__fft_coefficient__attr_""angle""__coeff_34",132.53181730160256
"close__fft_coefficient__attr_""angle""__coeff_35",89.99658476146895
"close__fft_coefficient__attr_""angle""__coeff_36",9.26793986353644
"close__fft_coefficient__attr_""angle""__coeff_37",156.8617682090431
"close__fft_coefficient__attr_""angle""__coeff_38",151.91604539529305
"close__fft_coefficient__attr_""angle""__coeff_39",157.28013870624463
"close__fft_coefficient__attr_""angle""__coeff_40",158.7155562501887
"close__fft_coefficient__attr_""angle""__coeff_41",82.7728478690635
"close__fft_coefficient__attr_""angle""__coeff_42",55.86278214410097
"close__fft_coefficient__attr_""angle""__coeff_43",34.22072755264624
"close__fft_coefficient__attr_""angle""__coeff_44",117.3552314159677
"close__fft_coefficient__attr_""angle""__coeff_45",117.8360209872082
"close__fft_coefficient__attr_""angle""__coeff_46",113.96605043827427
"close__fft_coefficient__attr_""angle""__coeff_47",83.13184197076407
"close__fft_coefficient__attr_""angle""__coeff_48",128.29148519893064
"close__fft_coefficient__attr_""angle""__coeff_49",-150.23725980209682
"close__fft_coefficient__attr_""angle""__coeff_50",150.64116550510056
"close__fft_coefficient__attr_""angle""__coeff_51",138.25903913521785
"close__fft_coefficient__attr_""angle""__coeff_52",135.31325715865037
"close__fft_coefficient__attr_""angle""__coeff_53",115.85143172368892
"close__fft_coefficient__attr_""angle""__coeff_54",118.28028548210126
"close__fft_coefficient__attr_""angle""__coeff_55",-177.47691216109956
"close__fft_coefficient__attr_""angle""__coeff_56",146.61357415013387
"close__fft_coefficient__attr_""angle""__coeff_57",126.07658076592188
"close__fft_coefficient__attr_""angle""__coeff_58",128.49077795507765
"close__fft_coefficient__attr_""angle""__coeff_59",128.24952343471313
"close__fft_coefficient__attr_""angle""__coeff_60",175.39030915705845
"close__fft_coefficient__attr_""angle""__coeff_61",150.1540505895075
"close__fft_coefficient__attr_""angle""__coeff_62",-159.45391262840755
"close__fft_coefficient__attr_""angle""__coeff_63",95.38280039347092
"close__fft_coefficient__attr_""angle""__coeff_64",84.46896152008928
"close__fft_coefficient__attr_""angle""__coeff_65",156.33562050702434
"close__fft_coefficient__attr_""angle""__coeff_66",128.3147909848522
"close__fft_coefficient__attr_""angle""__coeff_67",134.94881782521537
"close__fft_coefficient__attr_""angle""__coeff_68",168.62474152618586
"close__fft_coefficient__attr_""angle""__coeff_69",179.07430447501758
"close__fft_coefficient__attr_""angle""__coeff_70",-156.7733357601258
"close__fft_coefficient__attr_""angle""__coeff_71",112.64651275783552
"close__fft_coefficient__attr_""angle""__coeff_72",171.03532838558925
"close__fft_coefficient__attr_""angle""__coeff_73",146.00299990887703
"close__fft_coefficient__attr_""angle""__coeff_74",140.0576529541648
"close__fft_coefficient__attr_""angle""__coeff_75",138.3491437066959
"close__fft_coefficient__attr_""angle""__coeff_76",147.8913901891228
"close__fft_coefficient__attr_""angle""__coeff_77",164.53050068639115
"close__fft_coefficient__attr_""angle""__coeff_78",-179.1254374680977
"close__fft_coefficient__attr_""angle""__coeff_79",-147.65671433693242
"close__fft_coefficient__attr_""angle""__coeff_80",-151.5010929865658
"close__fft_coefficient__attr_""angle""__coeff_81",-166.00899165298398
"close__fft_coefficient__attr_""angle""__coeff_82",159.054766088078
"close__fft_coefficient__attr_""angle""__coeff_83",173.71549930051196
"close__fft_coefficient__attr_""angle""__coeff_84",-175.74526442616872
"close__fft_coefficient__attr_""angle""__coeff_85",-156.75020867185097
"close__fft_coefficient__attr_""angle""__coeff_86",-152.00502475391409
"close__fft_coefficient__attr_""angle""__coeff_87",-146.38763420417678
"close__fft_coefficient__attr_""angle""__coeff_88",0.0
"close__fft_coefficient__attr_""angle""__coeff_89",0.0
"close__fft_coefficient__attr_""angle""__coeff_90",0.0
"close__fft_coefficient__attr_""angle""__coeff_91",0.0
"close__fft_coefficient__attr_""angle""__coeff_92",0.0
"close__fft_coefficient__attr_""angle""__coeff_93",0.0
"close__fft_coefficient__attr_""angle""__coeff_94",0.0
"close__fft_coefficient__attr_""angle""__coeff_95",0.0
"close__fft_coefficient__attr_""angle""__coeff_96",0.0
"close__fft_coefficient__attr_""angle""__coeff_97",0.0
"close__fft_coefficient__attr_""angle""__coeff_98",0.0
"close__fft_coefficient__attr_""angle""__coeff_99",0.0
"close__fft_aggregated__aggtype_""centroid""",6.707674017903506
"close__fft_aggregated__aggtype_""variance""",277.0855802980955
"close__fft_aggregated__aggtype_""skew""",3.0324878647751867
"close__fft_aggregated__aggtype_""kurtosis""",11.774683900001182
close__value_count__value_0,0.0
close__value_count__value_1,0.0
close__value_count__value_-1,0.0
close__range_count__max_1__min_-1,0.0
close__range_count__max_0__min_-1000000000000.0,0.0
close__range_count__max_1000000000000.0__min_0,175.0
close__approximate_entropy__m_2__r_0.1,0.6333699371217785
close__approximate_entropy__m_2__r_0.3,0.5444236699378178
close__approximate_entropy__m_2__r_0.5,0.3509772653650689
close__approximate_entropy__m_2__r_0.7,0.187642296842762
close__approximate_entropy__m_2__r_0.9,0.12939003021658702
close__friedrich_coefficients__coeff_0__m_3__r_30,-0.00018687716731579553
close__friedrich_coefficients__coeff_1__m_3__r_30,0.03304064831897074
close__friedrich_coefficients__coeff_2__m_3__r_30,-1.947047157031745
close__friedrich_coefficients__coeff_3__m_3__r_30,38.3728408239115
close__max_langevin_fixed_point__m_3__r_30,67.85447485593428
"close__linear_trend__attr_""pvalue""",0.0014938770326015536
"close__linear_trend__attr_""rvalue""",0.23831256109028676
"close__linear_trend__attr_""intercept""",53.9494961038961
"close__linear_trend__attr_""slope""",0.035273443797581724
"close__linear_trend__attr_""stderr""",0.010929024838858232
